County,FIPS,2023 Rural-Urban Continuum Codes([rural urban note]),Value (Index)
"Sarpy County, Nebraska",31153,Urban,0.0776
"Grundy County, Illinois",17063,Urban,0.0773
"Putnam County, West Virginia",54079,Urban,0.0770
"Antelope County, Nebraska",31003,Rural,0.0767
"Dawson County, Montana",30021,Rural,0.0764
"Jo Daviess County, Illinois",17085,Rural,0.0760
"Miami County, Kansas",20121,Urban,0.0757
"Logan County, North Dakota",38047,Rural,0.0754
"Arthur County, Nebraska",31005,Rural,0.0751
"Wasatch County, Utah",49051,Rural,0.0748
"Clark County, Illinois",17023,Rural,0.0745
"Warren County, Iowa",19181,Urban,0.0741
"Butler County, Nebraska",31023,Rural,0.0738
"Whitley County, Indiana",18183,Urban,0.0735
"Fauquier County, Virginia",51061,Urban,0.0732
"Vilas County, Wisconsin",55125,Rural,0.0729
"Turner County, South Dakota",46125,Urban,0.0725
"Crook County, Wyoming",56011,Rural,0.0722
"Treasure County, Montana",30103,Rural,0.0719
"Lane County, Kansas",20101,Rural,0.0716
"Hancock County, Iowa",19081,Rural,0.0713
"Rooks County, Kansas",20163,Rural,0.0710
"Sheridan County, Kansas",20179,Rural,0.0706
"Polk County, Wisconsin",55095,Rural,0.0703
"Forsyth County, Georgia",13117,Urban,0.0700
"Traill County, North Dakota",38097,Rural,0.0697
"Le Sueur County, Minnesota",27079,Urban,0.0694
"Lincoln County, Minnesota",27081,Rural,0.0690
"Osborne County, Kansas",20141,Rural,0.0687
"Green County, Wisconsin",55045,Urban,0.0684
"Decatur County, Kansas",20039,Rural,0.0681
"Davis County, Utah",49011,Urban,0.0678
"Harris County, Georgia",13145,Urban,0.0675
"Outagamie County, Wisconsin",55087,Urban,0.0671
"Barry County, Michigan",26015,Urban,0.0668
"Pike County, Georgia",13231,Urban,0.0665
"McLean County, North Dakota",38055,Rural,0.0662
"Juab County, Utah",49023,Urban,0.0659
"Buchanan County, Iowa",19019,Rural,0.0655
"Garfield County, Montana",30033,Rural,0.0652
"Saratoga County, New York",36091,Urban,0.0649
"Hodgeman County, Kansas",20083,Rural,0.0646
"Miami County, Ohio",39109,Urban,0.0643
"Mercer County, Illinois",17131,Urban,0.0640
"Wabaunsee County, Kansas",20197,Urban,0.0636
"Keokuk County, Iowa",19107,Rural,0.0633
"Deuel County, Nebraska",31049,Rural,0.0630
"Union County, South Dakota",46127,Urban,0.0627
"Plymouth County, Iowa",19149,Rural,0.0624
"Greeley County, Nebraska",31077,Rural,0.0620
"Pitkin County, Colorado",08097,Rural,0.0617
"Sac County, Iowa",19161,Rural,0.0614
"Audubon County, Iowa",19009,Rural,0.0611
"Stillwater County, Montana",30095,Urban,0.0608
"Johnson County, Kansas",20091,Urban,0.0605
"Boyd County, Nebraska",31015,Rural,0.0601
"Clarke County, Virginia",51043,Urban,0.0598
"Buffalo County, Wisconsin",55011,Rural,0.0595
"Goochland County, Virginia",51075,Urban,0.0592
"Craig County, Virginia",51045,Urban,0.0589
"Fulton County, Ohio",39051,Urban,0.0585
"Fluvanna County, Virginia",51065,Urban,0.0582
"Stark County, Illinois",17175,Urban,0.0579
"Roberts County, Texas",48393,Rural,0.0576
"Rappahannock County, Virginia",51157,Urban,0.0573
"Nemaha County, Kansas",20131,Rural,0.0570
"Antrim County, Michigan",26009,Rural,0.0566
"Seward County, Nebraska",31159,Urban,0.0563
"Mineral County, Colorado",08079,Rural,0.0560
"Garfield County, Nebraska",31071,Rural,0.0557
"Adair County, Iowa",19001,Rural,0.0554
"Dickinson County, Iowa",19059,Rural,0.0550
"Hayes County, Nebraska",31085,Rural,0.0547
"Pottawatomie County, Kansas",20149,Urban,0.0544
"Calhoun County, Illinois",17013,Urban,0.0541
"Morgan County, Indiana",18109,Urban,0.0538
"Lac qui Parle County, Minnesota",27073,Rural,0.0535
"Wells County, Indiana",18179,Urban,0.0531
"King George County, Virginia",51099,Rural,0.0528
"Door County, Wisconsin",55029,Rural,0.0525
"Winneshiek County, Iowa",19191,Rural,0.0522
"Morton County, North Dakota",38059,Urban,0.0519
"Dallas County, Iowa",19049,Urban,0.0515
"Scott County, Illinois",17171,Rural,0.0512
"Summit County, Utah",49043,Rural,0.0509
"Emmons County, North Dakota",38029,Rural,0.0506
"Washington County, Minnesota",27163,Urban,0.0503
"Nance County, Nebraska",31125,Rural,0.0500
"Teller County, Colorado",08119,Urban,0.0496
"De Witt County, Illinois",17039,Rural,0.0493
"Judith Basin County, Montana",30045,Rural,0.0490
"Wyandot County, Ohio",39175,Rural,0.0487
"Iowa County, Iowa",19095,Rural,0.0484
"Hand County, South Dakota",46059,Rural,0.0480
"Polk County, Nebraska",31143,Rural,0.0477
"Lexington City, Virginia",51678,Rural,0.0474
"Logan County, Nebraska",31113,Rural,0.0471
"Nelson County, North Dakota",38063,Rural,0.0468
"Pike County, Indiana",18125,Rural,0.0465
"Warren County, Ohio",39165,Urban,0.0461
"Sussex County, New Jersey",34037,Urban,0.0458
"Jewell County, Kansas",20089,Rural,0.0455
"Stanley County, South Dakota",46117,Rural,0.0452
"Van Wert County, Ohio",39161,Rural,0.0449
"Ida County, Iowa",19093,Rural,0.0445
"Pepin County, Wisconsin",55091,Rural,0.0442
"Pierce County, Nebraska",31139,Rural,0.0439
"Broomfield County, Colorado",08014,Urban,0.0436
"Chickasaw County, Iowa",19037,Rural,0.0433
"Queen Annes County, Maryland",24035,Urban,0.0430
"Chisago County, Minnesota",27025,Urban,0.0426
"Rock County, Nebraska",31149,Rural,0.0423
"Ottawa County, Kansas",20143,Rural,0.0420
"Lake of the Woods County, Minnesota",27077,Rural,0.0417
"Clinton County, Michigan",26037,Urban,0.0414
"Republic County, Kansas",20157,Rural,0.0410
"Griggs County, North Dakota",38039,Rural,0.0407
"Smith County, Kansas",20183,Rural,0.0404
"Dodge County, Minnesota",27039,Urban,0.0401
"Oldham County, Kentucky",21185,Urban,0.0398
"Ozaukee County, Wisconsin",55089,Urban,0.0395
"Henderson County, Illinois",17071,Rural,0.0391
"Harrison County, Iowa",19085,Urban,0.0388
"Wheeler County, Nebraska",31183,Rural,0.0385
"Tipton County, Indiana",18159,Urban,0.0382
"Cass County, Nebraska",31025,Urban,0.0379
"Webster County, Nebraska",31181,Rural,0.0375
"Gove County, Kansas",20063,Rural,0.0372
"Spencer County, Indiana",18147,Rural,0.0369
"McCook County, South Dakota",46087,Urban,0.0366
"Burke County, North Dakota",38013,Rural,0.0363
"Oneida County, Wisconsin",55085,Rural,0.0360
"Spencer County, Kentucky",21215,Urban,0.0356
"Denali, Alaska",02068,Rural,0.0353
"Hunterdon County, New Jersey",34019,Urban,0.0350
"Washington County, Illinois",17189,Rural,0.0347
"Gloucester County, Virginia",51073,Urban,0.0344
"St. Charles County, Missouri",29183,Urban,0.0340
"Carver County, Minnesota",27019,Urban,0.0337
"King William County, Virginia",51101,Urban,0.0334
"Boone County, Indiana",18011,Urban,0.0331
"Preble County, Ohio",39135,Rural,0.0328
"Butler County, Iowa",19023,Rural,0.0325
"Kidder County, North Dakota",38043,Rural,0.0321
"Jersey County, Illinois",17083,Urban,0.0318
"Warren County, Indiana",18171,Urban,0.0315
"Dearborn County, Indiana",18029,Urban,0.0312
"Lincoln County, South Dakota",46083,Urban,0.0309
"LaMoure County, North Dakota",38045,Rural,0.0305
"Hamilton County, Indiana",18057,Urban,0.0302
"Steele County, North Dakota",38091,Rural,0.0299
"Potter County, South Dakota",46107,Rural,0.0296
"Gosper County, Nebraska",31073,Rural,0.0293
"Shelby County, Iowa",19165,Rural,0.0290
"Lyon County, Iowa",19119,Rural,0.0286
"Menard County, Illinois",17129,Urban,0.0283
"Pope County, Minnesota",27121,Rural,0.0280
"Carroll County, Maryland",24013,Urban,0.0277
"Hanover County, Virginia",51085,Urban,0.0274
"Sully County, South Dakota",46119,Rural,0.0270
"Borden County, Texas",48033,Rural,0.0267
"Harding County, South Dakota",46063,Rural,0.0264
"Auglaize County, Ohio",39011,Rural,0.0261
"Edmunds County, South Dakota",46045,Rural,0.0258
"Boone County, Iowa",19015,Urban,0.0255
"Sargent County, North Dakota",38081,Rural,0.0251
"Delaware County, Iowa",19055,Rural,0.0248
"Renville County, North Dakota",38075,Urban,0.0245
"Sweet Grass County, Montana",30097,Rural,0.0242
"Delaware County, Ohio",39041,Urban,0.0239
"Wright County, Minnesota",27171,Urban,0.0235
"Worth County, Iowa",19195,Rural,0.0232
"Hamilton County, Nebraska",31081,Rural,0.0229
"Keya Paha County, Nebraska",31103,Rural,0.0226
"Mercer County, Ohio",39107,Rural,0.0223
"Douglas County, Colorado",08035,Urban,0.0220
"Pierce County, Wisconsin",55093,Urban,0.0216
"Deuel County, South Dakota",46039,Rural,0.0213
"Bremer County, Iowa",19017,Urban,0.0210
"Houston County, Minnesota",27055,Urban,0.0207
"Oconto County, Wisconsin",55083,Urban,0.0204
"Rockingham County, New Hampshire",33015,Urban,0.0200
"Jefferson County, Kansas",20087,Urban,0.0197
"Warrick County, Indiana",18173,Urban,0.0194
"Waukesha County, Wisconsin",55133,Urban,0.0191
"Meagher County, Montana",30059,Rural,0.0188
"Hancock County, Indiana",18059,Urban,0.0185
"Osage County, Missouri",29151,Urban,0.0181
"Guthrie County, Iowa",19077,Urban,0.0178
"Woodford County, Illinois",17203,Urban,0.0175
"Union County, Ohio",39159,Urban,0.0172
"Andrew County, Missouri",29003,Urban,0.0169
"Williamson County, Tennessee",47187,Urban,0.0165
"Boone County, Nebraska",31011,Rural,0.0162
"Decatur County, Indiana",18031,Rural,0.0159
"Dundy County, Nebraska",31057,Rural,0.0156
"Hyde County, South Dakota",46069,Rural,0.0153
"Cumberland County, Illinois",17035,Rural,0.0150
"Fremont County, Iowa",19071,Rural,0.0146
"Washington County, Nebraska",31177,Urban,0.0143
"Nuckolls County, Nebraska",31129,Rural,0.0140
"Oconee County, Georgia",13219,Urban,0.0137
"Slope County, North Dakota",38087,Rural,0.0134
"Botetourt County, Virginia",51023,Urban,0.0130
"Foster County, North Dakota",38031,Rural,0.0127
"Banner County, Nebraska",31007,Rural,0.0124
"McCone County, Montana",30055,Rural,0.0121
"Leelanau County, Michigan",26089,Urban,0.0118
"Calumet County, Wisconsin",55015,Urban,0.0115
"Medina County, Ohio",39103,Urban,0.0111
"Saunders County, Nebraska",31155,Urban,0.0108
"Trego County, Kansas",20195,Rural,0.0105
"Putnam County, Ohio",39137,Rural,0.0102
"Los Alamos County, New Mexico",35028,Rural,0.0099
"Billings County, North Dakota",38007,Rural,0.0095
"Posey County, Indiana",18129,Urban,0.0092
"Cedar County, Iowa",19031,Rural,0.0089
"St. Croix County, Wisconsin",55109,Urban,0.0086
"Fillmore County, Nebraska",31059,Rural,0.0083
"Washington County, Wisconsin",55131,Urban,0.0080
"Keweenaw County, Michigan",26083,Rural,0.0076
"Sheridan County, North Dakota",38083,Rural,0.0073
"Benton County, Iowa",19011,Urban,0.0070
"Cedar County, Nebraska",31027,Rural,0.0067
"Kewaunee County, Wisconsin",55061,Urban,0.0064
"Grand Isle County, Vermont",50013,Urban,0.0060
"Calvert County, Maryland",24009,Urban,0.0057
"Stanton County, Nebraska",31167,Rural,0.0054
"Iowa County, Wisconsin",55049,Urban,0.0051
"Putnam County, Illinois",17155,Rural,0.0048
"Piatt County, Illinois",17147,Urban,0.0045
"Livingston County, Michigan",26093,Urban,0.0041
"Poquoson City, Virginia",51735,Urban,0.0038
"Madison County, Iowa",19121,Urban,0.0035
"Park County, Colorado",08093,Urban,0.0032
"Grundy County, Iowa",19075,Urban,0.0029
"New Kent County, Virginia",51127,Urban,0.0025
"Powhatan County, Virginia",51145,Urban,0.0022
"Thomas County, Nebraska",31171,Rural,0.0019
"McPherson County, Nebraska",31117,Rural,0.0016
"Petroleum County, Montana",30069,Rural,0.0013
"Monroe County, Illinois",17133,Urban,0.0010
"Elbert County, Colorado",08039,Urban,0.0006
"Hanson County, South Dakota",46061,Rural,0.0003
"Morgan County, Utah",49029,Urban,0.0000
"Fairfield County, Connecticut",09001,Urban,data not available
"Hartford County, Connecticut",09003,Urban,data not available
"Litchfield County, Connecticut",09005,Rural,data not available
"Middlesex County, Connecticut",09007,Urban,data not available
"New Haven County, Connecticut",09009,Urban,data not available
"New London County, Connecticut",09011,Urban,data not available
"Puerto Rico",72001,Urban,data not available
"Tolland County, Connecticut",09013,Urban,data not available
"Valdez-Cordova Census Area, Alaska",02261,Rural,data not available
"Windham County, Connecticut",09015,Urban,data not available

Created by statecancerprofiles.cancer.gov on 12/12/2024 12:13 pm.
"Data not available [http://statecancerprofiles.cancer.gov/datanotavailable.html] for this combination of geography, cancer site, age, and race/ethnicity."

[rural urban note] Rural-Urban Continuum Codes provided by the USDA [ https://www.ers.usda.gov/data-products/rural-urban-continuum-codes ].
Puerto Rico is treated as urban because over 90% of the population lives in urban areas.

"Source: Centers for Disease Control and Prevention/ Agency for Toxic Substances and Disease Registry/ Geospatial Research, Analysis, and Services Program. CDC/ATSDR Social Vulnerability Index."

Note: The higher the index the more vulnerable the population is to the associated issues.

"The Social Vulnerability Index (0 Lowest to 1 Highest) is a place-based index derived from 16 U.S. census variables from the 5-year American Community Survey to identify communities that may need support before, during, or after disasters. These variables are grouped into four themes (Socioeconomic status, Household characteristics, Racial and Ethnic Minority Status, Housing Type and Transportation) that cover four major areas of social vulnerability and then combined into a single measure of overall social vulnerability. For more information about how the index is derived, please reference the CDC SVI documentation. [ https://www.atsdr.cdc.gov/placeandhealth/svi/documentation/SVI_documentation_2022.html ]"

"Note: This website still uses Connecticut counties instead of planning regions for consistency of geographies across data topics. If/when all data sources have new planning regions, then this website will switch to using them. 2013 Rural-Urban Continuum Codes will be used for Connecticut counties."

Data for United States does not include Puerto Rico.
